Horas_Estudio,Asistencia,Involucramiento_Padres,Acceso_a_Recursos,Actividades_Extracurriculares,Horas_Sueño,Puntajes_Anteriores,Nivel_Motivacion,Acceso_a_Internet,Sesiones_Tutorias,Ingreso_Familiar,Calidad_Maestro,Tipo_Escuela,Influencias_Compañeros,Actividad_Fisica,Discapacidad_de_Aprendizaje,Nivel_Educacion_Padres,Distancia_Hogar,Genero,Puntaje_Examen
27.0,76.0,Baja,Alta,Si,0.0,67.0,Media,Si,1.0,Desconocido,Media,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,69.0
15.0,69.0,Media,Media,Si,7.0,89.0,Media,Si,1.0,Baja,Alta,Publica,Negativa,2.0,No,Universidad,Moderado,Femenino,63.0
22.0,80.0,Media,Alta,Si,10.0,92.0,Media,Si,0.0,Media,Alta,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,70.0
18.0,82.0,Baja,Desconocido,Si,0.0,67.0,Baja,Si,0,Alta,Baja,Privada,Positivo,3.0,No,Posgrado,Moderado,Masculino,66.0
20.0,82.0,Desconocido,Baja,Desconocido,8.0,60.0,Media,Desconocido,3.0,Media,Alta,Publica,Positivo,4.0,No,Preparatoria,Moderado,Masculino,66.0
28.0,83.0,Desconocido,Alta,No,6.0,98.0,Media,Si,1.0,Baja,Alta,Privada,Desconocido,2.0,No,Posgrado,Moderado,Masculino,72.0
21.0,98.0,Baja,Media,No,6.0,88.0,Media,Si,1.0,Media,Baja,Publica,Neutral,3.0,No,Posgrado,Cerca,Masculino,71.0
20.0,96.0,Alta,Media,No,4.0,0,Media,Si,3.0,Baja,Media,Desconocido,Neutral,2.0,No,Universidad,Cerca,Masculino,72.0
12.0,95.0,Media,Media,No,8.0,61.0,Alta,Si,4.0,Alta,Alta,Privada,Neutral,1.0,No,Universidad,Cerca,Masculino,69.0
24.0,92.0,Baja,Alta,Desconocido,6.0,71.0,Baja,Si,2.0,Baja,Alta,Publica,Positivo,2.0,No,Preparatoria,Cerca,Masculino,71.0
24.0,98.0,Media,Baja,No,9.0,53.0,Media,Si,3.0,Alta,Baja,Privada,Desconocido,2.0,Desconocido,Posgrado,Lejos,Masculino,69.0
33.0,64.0,Alta,Media,No,8.0,55.0,Media,Si,1.0,Desconocido,Alta,Publica,Neutral,3.0,No,Universidad,Moderado,Femenino,68.0
18.0,71.0,Baja,Baja,Si,7.0,61.0,Baja,Si,2.0,Baja,Media,Publica,Negativa,4.0,No,Universidad,Cerca,Masculino,61.0
0,80.0,Media,Alta,No,5.0,65.0,Alta,Si,2.0,Media,Baja,Privada,Neutral,1.0,No,Posgrado,Moderado,Masculino,68.0
21.0,94.0,Alta,Media,Si,8.0,100.0,Baja,Desconocido,0.0,Baja,Media,Publica,Neutral,3.0,No,Posgrado,Cerca,Masculino,72.0
29.0,80.0,Media,Media,Si,6.0,71.0,Media,Si,0.0,Media,Media,Publica,Positivo,3.0,No,Universidad,Desconocido,Femenino,70.0
19.0,90.0,Alta,Media,Si,5.0,85.0,Alta,Si,0.0,Media,Alta,Privada,Positivo,5.0,No,Posgrado,Cerca,Femenino,73.0
22.0,66.0,Media,Alta,No,8.0,95.0,Baja,Si,3.0,Media,Media,Privada,Positivo,3.0,No,Desconocido,Moderado,Femenino,0.0
24.0,70.0,Media,Alta,No,5.0,62.0,Media,Si,2.0,Baja,Media,Privada,Negativa,4.0,Si,Universidad,Cerca,Masculino,65.0
21.0,0,Media,Media,No,4.0,57.0,Media,Si,1.0,Alta,Media,Privada,Positivo,2.0,No,Preparatoria,Cerca,Femenino,68.0
17.0,0,Baja,Alta,Si,9.0,62.0,Alta,Si,3.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,65.0
21.0,74.0,Alta,Media,No,6.0,94.0,Media,Si,1.0,Baja,Alta,Publica,Desconocido,1.0,No,Preparatoria,Cerca,Masculino,97.0
26.0,71.0,Alta,Baja,Si,4.0,83.0,Baja,Si,1.0,Media,Media,Publica,Negativa,3.0,No,Universidad,Moderado,Masculino,66.0
14.0,74.0,Desconocido,Alta,Desconocido,6.0,73.0,Alta,Si,2.0,Media,Media,Privada,Neutral,3.0,No,Preparatoria,Cerca,Femenino,67.0
21.0,88.0,Alta,Media,No,6.0,91.0,Media,Si,2.0,Alta,Media,Publica,Neutral,1.0,No,Preparatoria,Moderado,Femenino,70.0
16.0,0,Alta,Media,Si,9.0,62.0,Media,Si,3.0,Baja,Media,Publica,Positivo,4.0,No,Preparatoria,Moderado,Femenino,66.0
0,82.0,Media,Alta,Si,0.0,62.0,Baja,Si,1.0,Baja,Alta,Privada,Neutral,0,No,Preparatoria,Moderado,Femenino,69.0
11.0,64.0,Alta,Media,Si,5.0,78.0,Baja,Si,2.0,Baja,Alta,Privada,Neutral,4.0,No,Universidad,Moderado,Masculino,62.0
17.0,92.0,Media,Baja,Si,8.0,90.0,Alta,Si,1.0,Alta,Baja,Publica,Negativa,3.0,No,Preparatoria,Cerca,Masculino,68.0
22.0,75.0,Media,Alta,Si,6.0,63.0,Baja,Si,1.0,Baja,Media,Publica,Positivo,2.0,No,Universidad,Cerca,Masculino,67.0
29.0,86.0,Media,Media,Si,7.0,61.0,Media,Desconocido,0.0,Media,Media,Publica,Desconocido,4.0,No,Preparatoria,Lejos,Desconocido,68.0
20.0,89.0,Alta,Media,Si,6.0,74.0,Media,Si,1.0,Baja,Alta,Desconocido,Neutral,0,Desconocido,Preparatoria,Desconocido,Masculino,69.0
17.0,68.0,Media,Media,Si,10.0,57.0,Media,Si,1.0,Alta,Media,Privada,Positivo,1.0,Desconocido,Preparatoria,Moderado,Femenino,62.0
31.0,95.0,Alta,Media,Si,5.0,87.0,Media,Si,0,Baja,Media,Publica,Neutral,3.0,No,Posgrado,Moderado,Masculino,75.0
11.0,85.0,Media,Media,No,7.0,79.0,Desconocido,Si,2.0,Alta,Baja,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,65.0
7.0,77.0,Alta,Media,No,0.0,76.0,Media,Si,2.0,Media,Desconocido,Publica,Negativa,3.0,No,Universidad,Moderado,Masculino,63.0
23.0,67.0,Alta,Media,No,6.0,94.0,Baja,Si,1.0,Media,Media,Publica,Positivo,2.0,No,Universidad,Lejos,Masculino,66.0
17.0,98.0,Baja,Alta,No,6.0,87.0,Alta,No,0,Media,Media,Privada,Desconocido,5.0,No,Universidad,Cerca,Femenino,71.0
14.0,90.0,Desconocido,Media,Si,8.0,57.0,Media,Si,0.0,Media,Media,Publica,Positivo,3.0,Si,Universidad,Moderado,Masculino,66.0
24.0,68.0,Media,Media,No,9.0,71.0,Media,Si,2.0,Media,Media,Publica,Neutral,4.0,No,Universidad,Cerca,Masculino,66.0
21.0,74.0,Media,Alta,No,6.0,0,Baja,Si,1.0,Media,Alta,Privada,Negativa,4.0,No,Desconocido,Cerca,Masculino,66.0
17.0,92.0,Alta,Alta,Desconocido,9.0,90.0,Media,Si,1.0,Alta,Baja,Publica,Positivo,3.0,No,Desconocido,Moderado,Masculino,71.0
12.0,0,Media,Media,Si,7.0,86.0,Alta,Si,3.0,Media,Alta,Publica,Positivo,3.0,Si,Preparatoria,Moderado,Masculino,68.0
25.0,91.0,Media,Media,No,8.0,74.0,Alta,Si,1.0,Media,Alta,Privada,Positivo,3.0,No,Universidad,Moderado,Masculino,71.0
24.0,78.0,Media,Media,Si,9.0,91.0,Baja,Si,0.0,Alta,Alta,Desconocido,Desconocido,3.0,No,Posgrado,Lejos,Femenino,68.0
19.0,89.0,Baja,Media,No,8.0,71.0,Media,Si,2.0,Baja,Alta,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,68.0
31.0,75.0,Media,Media,Desconocido,7.0,90.0,Baja,Si,2.0,Media,Alta,Publica,Neutral,2.0,Si,Preparatoria,Moderado,Masculino,68.0
14.0,68.0,Media,Media,Si,6.0,0,Media,Si,2.0,Baja,Media,Publica,Positivo,2.0,No,Universidad,Cerca,Masculino,62.0
11.0,85.0,Alta,Baja,Si,10.0,57.0,Alta,Desconocido,0.0,Desconocido,Alta,Desconocido,Neutral,5.0,No,Preparatoria,Cerca,Masculino,65.0
16.0,99.0,Baja,Alta,No,6.0,0,Alta,Si,0,Baja,Desconocido,Desconocido,Neutral,3.0,No,Posgrado,Cerca,Masculino,71.0
20.0,72.0,Media,Alta,Si,7.0,56.0,Baja,Si,0.0,Baja,Media,Publica,Negativa,6.0,Si,Universidad,Moderado,Masculino,63.0
21.0,78.0,Alta,Media,No,8.0,84.0,Baja,Si,1.0,Desconocido,Desconocido,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,68.0
19.0,87.0,Alta,Desconocido,Si,8.0,86.0,Baja,Si,1.0,Media,Alta,Publica,Positivo,4.0,No,Preparatoria,Moderado,Femenino,69.0
22.0,82.0,Alta,Alta,No,0.0,83.0,Media,Si,1.0,Baja,Alta,Privada,Neutral,2.0,Si,Universidad,Desconocido,Masculino,69.0
12.0,94.0,Media,Alta,Si,7.0,91.0,Baja,Si,0,Media,Desconocido,Privada,Positivo,3.0,No,Posgrado,Cerca,Femenino,71.0
29.0,90.0,Media,Alta,No,7.0,76.0,Media,Si,0.0,Baja,Media,Publica,Neutral,1.0,No,Posgrado,Moderado,Femenino,71.0
20.0,62.0,Media,Media,Si,9.0,95.0,Baja,Si,0.0,Desconocido,Media,Privada,Neutral,3.0,Si,Preparatoria,Cerca,Masculino,62.0
27.0,100.0,Baja,Baja,Si,7.0,78.0,Baja,Si,2.0,Media,Media,Publica,Negativa,2.0,No,Preparatoria,Cerca,Masculino,70.0
22.0,90.0,Alta,Desconocido,No,8.0,75.0,Alta,Desconocido,1.0,Baja,Baja,Privada,Neutral,3.0,No,Universidad,Moderado,Masculino,70.0
23.0,95.0,Media,Media,Si,7.0,75.0,Media,Si,2.0,Alta,Media,Publica,Positivo,2.0,No,Universidad,Cerca,Masculino,73.0
23.0,86.0,Media,Alta,Si,8.0,96.0,Baja,Si,3.0,Media,Media,Privada,Positivo,2.0,No,Preparatoria,Moderado,Femenino,0.0
23.0,94.0,Media,Baja,Si,0.0,0,Media,Si,2.0,Baja,Media,Publica,Positivo,0.0,No,Posgrado,Moderado,Femenino,0.0
24.0,64.0,Media,Alta,Si,6.0,85.0,Alta,Si,0.0,Alta,Baja,Privada,Neutral,3.0,Si,Posgrado,Desconocido,Masculino,66.0
28.0,74.0,Media,Baja,Si,4.0,62.0,Media,Si,1.0,Baja,Media,Privada,Neutral,3.0,No,Preparatoria,Moderado,Masculino,65.0
21.0,95.0,Alta,Desconocido,No,4.0,55.0,Media,Si,2.0,Media,Alta,Privada,Desconocido,1.0,No,Universidad,Desconocido,Masculino,0.0
24.0,68.0,Media,Media,Desconocido,0.0,98.0,Alta,Si,2.0,Media,Alta,Publica,Negativa,2.0,No,Preparatoria,Cerca,Masculino,68.0
19.0,63.0,Media,Alta,Si,0.0,56.0,Media,Si,2.0,Baja,Media,Privada,Positivo,3.0,No,Preparatoria,Cerca,Femenino,64.0
29.0,92.0,Baja,Baja,Si,4.0,0,Media,Si,2.0,Baja,Media,Publica,Negativa,3.0,No,Posgrado,Cerca,Masculino,71.0
16.0,93.0,Baja,Media,No,7.0,71.0,Media,Si,0.0,Media,Alta,Publica,Positivo,2.0,No,Preparatoria,Cerca,Masculino,67.0
31.0,0,Media,Baja,No,0.0,92.0,Alta,Si,2.0,Media,Media,Publica,Negativa,3.0,No,Preparatoria,Desconocido,Femenino,66.0
20.0,94.0,Desconocido,Alta,Si,8.0,89.0,Media,Si,1.0,Baja,Media,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,71.0
11.0,87.0,Baja,Media,No,8.0,57.0,Alta,Si,0.0,Baja,Media,Publica,Negativa,2.0,No,Preparatoria,Moderado,Masculino,62.0
21.0,81.0,Alta,Media,No,8.0,73.0,Media,Si,3.0,Baja,Media,Publica,Positivo,2.0,Si,Preparatoria,Cerca,Masculino,67.0
16.0,0,Media,Baja,Si,8.0,51.0,Media,Si,3.0,Baja,Media,Publica,Desconocido,2.0,Desconocido,Universidad,Cerca,Masculino,67.0
25.0,77.0,Baja,Media,Si,7.0,71.0,Media,Desconocido,0.0,Media,Media,Publica,Negativa,3.0,No,Preparatoria,Cerca,Femenino,66.0
16.0,68.0,Baja,Media,Si,7.0,85.0,Alta,Si,1.0,Baja,Alta,Privada,Positivo,3.0,No,Posgrado,Moderado,Femenino,64.0
17.0,71.0,Baja,Media,Si,6.0,62.0,Media,Si,2.0,Baja,Desconocido,Publica,Neutral,3.0,Si,Universidad,Cerca,Masculino,62.0
9.0,80.0,Media,Alta,No,7.0,91.0,Baja,Si,1.0,Media,Media,Publica,Neutral,3.0,No,Universidad,Cerca,Femenino,65.0
17.0,81.0,Media,Baja,Si,5.0,53.0,Baja,Si,0.0,Media,Media,Publica,Neutral,1.0,No,Universidad,Cerca,Masculino,63.0
5.0,92.0,Media,Media,Si,9.0,52.0,Media,Si,2.0,Alta,Media,Privada,Desconocido,4.0,Si,Universidad,Moderado,Desconocido,64.0
0,92.0,Baja,Alta,Si,6.0,51.0,Desconocido,Si,1.0,Media,Media,Privada,Neutral,3.0,No,Preparatoria,Cerca,Femenino,65.0
25.0,83.0,Media,Alta,No,7.0,64.0,Media,Si,0.0,Baja,Media,Publica,Neutral,2.0,No,Universidad,Desconocido,Masculino,68.0
25.0,91.0,Media,Alta,Si,7.0,73.0,Media,Si,2.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,72.0
23.0,68.0,Media,Media,Si,9.0,55.0,Media,Si,0.0,Baja,Media,Publica,Positivo,3.0,Desconocido,Universidad,Moderado,Masculino,0.0
14.0,62.0,Alta,Media,No,4.0,100.0,Baja,Si,1.0,Baja,Media,Publica,Neutral,3.0,No,Preparatoria,Cerca,Masculino,62.0
20.0,95.0,Media,Baja,Si,7.0,100.0,Baja,No,3.0,Baja,Media,Privada,Neutral,2.0,No,Preparatoria,Cerca,Femenino,69.0
20.0,63.0,Baja,Baja,Si,8.0,76.0,Media,Si,3.0,Media,Media,Desconocido,Neutral,4.0,No,Posgrado,Cerca,Desconocido,64.0
13.0,70.0,Alta,Media,No,10.0,78.0,Media,Si,1.0,Baja,Media,Publica,Desconocido,2.0,No,Preparatoria,Lejos,Femenino,61.0
29.0,88.0,Media,Alta,No,7.0,96.0,Baja,Si,2.0,Baja,Baja,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,72.0
25.0,76.0,Media,Baja,Si,6.0,88.0,Baja,Si,1.0,Media,Media,Privada,Negativa,3.0,No,Universidad,Lejos,Desconocido,66.0
19.0,95.0,Desconocido,Baja,No,0.0,58.0,Baja,Si,2.0,Alta,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,69.0
20.0,72.0,Media,Media,No,8.0,90.0,Alta,Desconocido,2.0,Baja,Baja,Privada,Neutral,0,No,Universidad,Cerca,Femenino,65.0
21.0,60.0,Desconocido,Media,Si,9.0,62.0,Media,Si,2.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,64.0
8.0,72.0,Baja,Media,Si,5.0,72.0,Media,Si,3.0,Alta,Baja,Privada,Positivo,4.0,No,Preparatoria,Cerca,Femenino,62.0
0,83.0,Media,Media,No,8.0,77.0,Alta,Si,1.0,Baja,Media,Publica,Positivo,4.0,No,Preparatoria,Lejos,Masculino,66.0
16.0,75.0,Baja,Baja,Si,5.0,86.0,Media,Si,0.0,Baja,Media,Publica,Desconocido,1.0,No,Universidad,Moderado,Femenino,62.0
14.0,81.0,Media,Media,Si,5.0,58.0,Alta,Si,3.0,Baja,Alta,Publica,Negativa,0,No,Posgrado,Moderado,Masculino,66.0
18.0,95.0,Media,Alta,No,8.0,54.0,Media,Si,2.0,Alta,Media,Publica,Neutral,3.0,No,Universidad,Moderado,Femenino,70.0
31.0,96.0,Desconocido,Media,Si,8.0,93.0,Baja,Si,0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,75.0
24.0,71.0,Baja,Alta,Si,6.0,91.0,Media,Si,3.0,Alta,Media,Publica,Neutral,2.0,No,Preparatoria,Lejos,Femenino,67.0
17.0,78.0,Baja,Media,Si,9.0,76.0,Baja,Si,4.0,Media,Media,Publica,Positivo,2.0,No,Universidad,Cerca,Masculino,66.0
23.0,82.0,Media,Alta,No,6.0,83.0,Media,Si,2.0,Media,Media,Privada,Positivo,3.0,No,Posgrado,Moderado,Masculino,71.0
28.0,98.0,Alta,Media,Si,7.0,86.0,Media,Si,2.0,Media,Alta,Privada,Neutral,2.0,No,Preparatoria,Cerca,Femenino,75.0
26.0,100.0,Alta,Alta,No,7.0,74.0,Baja,Si,1.0,Media,Media,Publica,Neutral,2.0,Desconocido,Preparatoria,Lejos,Femenino,72.0
20.0,69.0,Alta,Media,No,7.0,63.0,Baja,Si,2.0,Baja,Desconocido,Privada,Negativa,2.0,No,Desconocido,Moderado,Femenino,64.0
16.0,89.0,Media,Media,Si,9.0,74.0,Media,No,1.0,Baja,Media,Publica,Neutral,3.0,No,Preparatoria,Lejos,Masculino,65.0
24.0,75.0,Baja,Media,No,5.0,98.0,Alta,Si,1.0,Baja,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,67.0
0,60.0,Media,Media,No,6.0,92.0,Baja,Si,2.0,Baja,Alta,Desconocido,Negativa,2.0,No,Desconocido,Cerca,Masculino,63.0
25.0,60.0,Media,Baja,Si,5.0,73.0,Baja,Si,1.0,Media,Media,Publica,Negativa,2.0,No,Preparatoria,Cerca,Masculino,62.0
24.0,78.0,Baja,Alta,Si,10.0,0,Alta,Si,2.0,Desconocido,Media,Publica,Positivo,4.0,No,Universidad,Desconocido,Femenino,69.0
26.0,80.0,Media,Media,Si,7.0,0,Media,Si,1.0,Baja,Media,Privada,Positivo,2.0,No,Posgrado,Moderado,Masculino,70.0
17.0,61.0,Baja,Media,Si,6.0,82.0,Alta,Si,0.0,Media,Alta,Publica,Neutral,4.0,No,Posgrado,Cerca,Desconocido,63.0
28.0,87.0,Media,Media,Si,7.0,70.0,Desconocido,Si,2.0,Baja,Media,Publica,Neutral,2.0,No,Posgrado,Cerca,Desconocido,71.0
21.0,72.0,invalid,Baja,Si,8.0,56.0,Desconocido,Si,0.0,Desconocido,Media,Publica,Neutral,4.0,No,Preparatoria,Cerca,Masculino,63.0
32.0,82.0,Baja,Desconocido,Si,8.0,88.0,Baja,Si,0.0,Alta,Media,Publica,Positivo,2.0,No,Universidad,Moderado,Masculino,71.0
16.0,72.0,Media,Media,Si,6.0,66.0,Baja,Si,0.0,Baja,Media,Privada,Positivo,4.0,No,Universidad,Cerca,Masculino,63.0
30.0,67.0,Desconocido,Alta,Si,6.0,80.0,Alta,Si,0.0,Baja,Media,Publica,Neutral,4.0,No,Desconocido,Desconocido,Masculino,68.0
0,76.0,Media,Baja,Si,5.0,78.0,Alta,No,0.0,Desconocido,Alta,Publica,Neutral,3.0,No,Preparatoria,Cerca,Masculino,65.0
16.0,69.0,Alta,Alta,Si,7.0,85.0,Media,Si,0.0,Alta,Alta,Privada,Negativa,3.0,No,Preparatoria,Cerca,Femenino,66.0
17.0,81.0,Baja,Media,Si,9.0,77.0,Media,Si,3.0,Baja,Media,Publica,Neutral,4.0,No,Universidad,Lejos,Masculino,66.0
18.0,68.0,Alta,Desconocido,No,6.0,82.0,Baja,Si,0.0,Media,Alta,Publica,Positivo,0,No,Preparatoria,Cerca,Masculino,66.0
23.0,80.0,Baja,Baja,Si,8.0,54.0,Media,Si,0.0,Media,Alta,Privada,Positivo,2.0,No,Desconocido,Cerca,Femenino,65.0
23.0,66.0,Media,Alta,No,6.0,83.0,Media,Si,0.0,Alta,Media,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,66.0
17.0,87.0,Media,Media,Si,5.0,60.0,Media,Si,4.0,Media,Media,Privada,Positivo,3.0,Si,Preparatoria,Cerca,Desconocido,0.0
20.0,90.0,Alta,Media,No,8.0,70.0,Media,Si,0.0,Media,Media,Privada,Neutral,3.0,No,Preparatoria,Moderado,Femenino,68.0
33.0,0,Desconocido,Baja,Si,10.0,76.0,Baja,Si,2.0,Alta,Alta,Privada,Neutral,3.0,Desconocido,Preparatoria,Cerca,Masculino,68.0
30.0,79.0,Baja,Media,No,8.0,84.0,Media,Desconocido,3.0,Desconocido,Media,Privada,Negativa,3.0,No,Universidad,Moderado,Femenino,69.0
23.0,63.0,Media,Baja,Si,6.0,87.0,Baja,Si,1.0,Media,Media,Publica,Desconocido,2.0,No,Posgrado,Cerca,Masculino,64.0
20.0,84.0,Media,Media,No,6.0,85.0,Media,Si,0.0,Media,Media,Privada,Positivo,3.0,No,Preparatoria,Moderado,Masculino,67.0
21.0,71.0,Media,Media,Si,10.0,55.0,Baja,Si,1.0,Media,Media,Publica,Negativa,4.0,No,Preparatoria,Moderado,Femenino,63.0
24.0,81.0,Baja,Alta,Si,7.0,69.0,Media,Si,3.0,Baja,Media,Publica,Negativa,3.0,No,Desconocido,Desconocido,Masculino,67.0
0,81.0,Media,Alta,Si,6.0,64.0,Baja,No,2.0,Desconocido,Alta,Publica,Neutral,2.0,No,Preparatoria,Lejos,Femenino,0.0
18.0,97.0,Baja,Media,No,7.0,70.0,Baja,Si,0.0,Alta,Desconocido,Publica,Neutral,2.0,Si,Preparatoria,Cerca,Femenino,66.0
10.0,82.0,Alta,Desconocido,No,7.0,82.0,Baja,Si,2.0,Baja,Alta,Desconocido,Neutral,4.0,No,Preparatoria,Cerca,Masculino,65.0
22.0,83.0,Media,Media,invalid,8.0,60.0,Baja,No,4.0,Media,Media,Publica,Neutral,2.0,No,Posgrado,Moderado,Femenino,68.0
24.0,76.0,Baja,Alta,No,9.0,75.0,Baja,Si,0.0,Baja,Media,Privada,Positivo,5.0,No,Preparatoria,Cerca,Masculino,66.0
17.0,98.0,Alta,Alta,No,9.0,94.0,Baja,Si,0.0,Alta,Baja,Publica,Negativa,3.0,No,Universidad,Cerca,Masculino,71.0
29.0,91.0,Media,Alta,Si,7.0,87.0,Media,No,2.0,Media,Alta,Privada,Negativa,4.0,No,Universidad,Cerca,Femenino,74.0
13.0,71.0,Media,Alta,No,7.0,86.0,Desconocido,Si,2.0,Baja,Media,Publica,Positivo,3.0,No,Posgrado,Cerca,Masculino,65.0
11.0,94.0,Baja,Alta,Si,8.0,92.0,Desconocido,Si,0,Media,Media,Publica,Neutral,4.0,Desconocido,Preparatoria,Cerca,invalid,68.0
21.0,77.0,Media,Alta,Si,6.0,70.0,Baja,No,2.0,Alta,Media,Privada,Positivo,0,No,Universidad,Cerca,Masculino,68.0
26.0,93.0,Media,Media,No,8.0,88.0,Media,Si,1.0,Media,Alta,Publica,Neutral,4.0,Si,Desconocido,Cerca,Masculino,72.0
30.0,93.0,Alta,Alta,Si,7.0,53.0,Media,Si,3.0,Baja,Media,Privada,Negativa,2.0,No,Posgrado,Moderado,Femenino,74.0
17.0,68.0,Baja,Alta,No,8.0,53.0,Media,Si,0.0,Baja,Media,Publica,Desconocido,2.0,No,Universidad,Cerca,Masculino,61.0
26.0,88.0,Baja,Baja,No,10.0,67.0,Baja,Si,0.0,Baja,Desconocido,Privada,Positivo,3.0,No,Preparatoria,Lejos,Masculino,65.0
20.0,72.0,Alta,Baja,No,8.0,60.0,Baja,Si,0.0,Baja,Media,Publica,Neutral,5.0,No,Preparatoria,Cerca,Masculino,0.0
19.0,72.0,Alta,Media,Si,7.0,76.0,Media,Si,1.0,Media,Alta,Publica,Positivo,2.0,No,Preparatoria,Moderado,Femenino,66.0
25.0,72.0,Baja,Alta,Si,6.0,59.0,Media,Si,2.0,Baja,Media,Publica,Negativa,3.0,No,Preparatoria,Cerca,Masculino,66.0
24.0,89.0,Alta,Media,Si,0.0,99.0,Media,Si,2.0,Baja,Alta,Privada,Neutral,4.0,No,Preparatoria,Cerca,Femenino,73.0
11.0,0,Media,Media,No,5.0,93.0,Media,Si,0.0,Media,Alta,Publica,Negativa,4.0,No,Universidad,Cerca,Masculino,63.0
29.0,60.0,Alta,Alta,Si,8.0,99.0,Media,Si,0.0,Media,Media,Publica,Positivo,4.0,Si,Preparatoria,Desconocido,Femenino,68.0
28.0,89.0,Alta,Baja,Si,0.0,90.0,Desconocido,Si,3.0,Baja,Alta,Publica,Positivo,2.0,Si,Posgrado,Desconocido,Femenino,73.0
16.0,67.0,Baja,Alta,Si,8.0,98.0,Media,Si,0.0,Alta,Baja,Privada,Negativa,0,No,Preparatoria,Moderado,Masculino,63.0
22.0,64.0,Media,Alta,Si,8.0,68.0,Media,Si,2.0,Media,Media,Publica,Negativa,4.0,No,Preparatoria,Cerca,Masculino,65.0
23.0,70.0,Baja,Desconocido,Si,7.0,75.0,Alta,Si,0.0,Baja,Media,Publica,Positivo,4.0,No,Desconocido,Cerca,Femenino,66.0
22.0,75.0,Baja,Baja,Desconocido,6.0,62.0,Media,Si,0.0,Alta,Alta,Publica,Negativa,3.0,No,Posgrado,Cerca,Desconocido,65.0
17.0,79.0,Baja,Alta,Si,7.0,82.0,Media,Si,0.0,Media,Alta,Publica,Negativa,2.0,No,Universidad,Cerca,Desconocido,66.0
16.0,62.0,Alta,Media,No,4.0,89.0,Desconocido,Si,3.0,Baja,Media,Publica,Neutral,0,No,Universidad,Cerca,Femenino,65.0
20.0,99.0,Media,Media,No,8.0,75.0,Media,Si,2.0,Baja,Alta,Privada,Negativa,2.0,No,Posgrado,Lejos,Femenino,70.0
27.0,89.0,Desconocido,Media,No,7.0,65.0,Media,Si,1.0,Media,Media,Publica,Neutral,3.0,Desconocido,Preparatoria,Cerca,Femenino,70.0
23.0,73.0,Alta,Media,Si,9.0,75.0,Media,Si,0.0,Alta,Alta,Privada,Positivo,3.0,No,Preparatoria,Moderado,Femenino,68.0
18.0,73.0,Media,Alta,No,8.0,53.0,Media,No,1.0,Baja,Alta,Publica,Neutral,3.0,Desconocido,Posgrado,Moderado,Masculino,64.0
25.0,78.0,Media,Media,No,7.0,86.0,Media,Si,1.0,Media,Media,Publica,Negativa,3.0,No,Posgrado,Moderado,Femenino,68.0
3.0,85.0,Baja,Alta,No,8.0,73.0,Baja,Si,2.0,Baja,Media,Privada,Neutral,0,Desconocido,Preparatoria,Cerca,Masculino,62.0
27.0,0,Media,Media,Si,6.0,95.0,Media,Si,1.0,Media,Desconocido,Publica,Positivo,3.0,No,Universidad,Desconocido,Masculino,0.0
10.0,0,Baja,Media,No,6.0,96.0,Baja,Si,1.0,Alta,Media,Publica,Neutral,3.0,No,Universidad,Moderado,Masculino,61.0
18.0,0,Alta,Media,Si,7.0,56.0,Baja,No,1.0,Baja,Media,Publica,Positivo,3.0,No,Posgrado,Cerca,Masculino,69.0
13.0,70.0,Media,Media,Si,7.0,100.0,Media,Si,3.0,Baja,Media,Publica,Neutral,3.0,No,Preparatoria,Cerca,Masculino,65.0
12.0,75.0,Media,Alta,Si,0.0,98.0,Media,Si,2.0,Baja,Media,Publica,Neutral,2.0,No,Universidad,Lejos,Masculino,65.0
27.0,95.0,Desconocido,Alta,No,7.0,81.0,Baja,Si,3.0,Baja,Media,Publica,Desconocido,2.0,No,Preparatoria,Moderado,Desconocido,72.0
17.0,87.0,Media,Media,Si,7.0,91.0,Alta,Desconocido,3.0,Baja,Alta,Publica,Positivo,3.0,Si,Universidad,Cerca,Femenino,70.0
22.0,74.0,Media,Alta,Si,0.0,51.0,Media,No,1.0,Media,Media,Privada,Negativa,4.0,No,Preparatoria,Cerca,Masculino,65.0
20.0,87.0,Media,Media,No,7.0,99.0,Media,Si,3.0,Baja,Media,Publica,Negativa,3.0,No,Preparatoria,Cerca,Masculino,0.0
